expense_ratio,risk_level,cluster
0.0830039525691699,0.4000000000000001,5
0.1185770750988142,0.0,7
0.1857707509881423,0.8,6
0.2173913043478261,1.0000000000000002,0
0.4387351778656126,1.0000000000000002,8
0.1225296442687747,0.4000000000000001,5
0.0988142292490118,0.2,1
0.2490118577075099,0.6000000000000001,9
0.3241106719367589,1.0000000000000002,4
0.6600790513833993,1.0000000000000002,2
0.2292490118577075,0.4000000000000001,5
0.4268774703557312,1.0000000000000002,8
0.3754940711462451,1.0000000000000002,4
0.4545454545454546,0.6000000000000001,3
0.316205533596838,1.0000000000000002,4
0.067193675889328,0.2,1
0.3952569169960475,1.0000000000000002,4
0.0632411067193676,1.0000000000000002,0
0.1106719367588933,0.6000000000000001,6
0.1185770750988142,0.8,6
0.383399209486166,1.0000000000000002,4
0.0355731225296442,0.8,6
0.0909090909090909,0.4000000000000001,5
0.1699604743083004,0.4000000000000001,5
0.3003952569169961,1.0000000000000002,4
0.6482213438735179,1.0000000000000002,2
0.8260869565217392,1.0000000000000002,2
0.0592885375494071,0.4000000000000001,5
0.1304347826086956,0.4000000000000001,5
0.5928853754940713,1.0000000000000002,2
0.316205533596838,0.6000000000000001,9
0.4505928853754941,1.0000000000000002,8
0.0592885375494071,0.4000000000000001,5
0.1027667984189723,1.0000000000000002,0
0.4189723320158104,1.0000000000000002,4
0.3399209486166008,0.6000000000000001,9
0.1106719367588933,0.4000000000000001,5
0.1264822134387352,0.4000000000000001,5
0.3873517786561266,1.0000000000000002,4
0.3438735177865613,1.0000000000000002,4
0.0988142292490118,0.0,7
0.2529644268774703,1.0000000000000002,0
0.1067193675889328,0.4000000000000001,5
0.225296442687747,1.0000000000000002,0
0.3952569169960475,1.0000000000000002,4
0.0632411067193676,0.4000000000000001,5
0.2964426877470356,0.6000000000000001,9
0.0790513833992095,0.4000000000000001,5
0.3241106719367589,0.6000000000000001,9
0.2529644268774703,1.0000000000000002,0
0.2687747035573122,1.0000000000000002,4
0.1304347826086956,0.4000000000000001,5
0.0434782608695652,0.8,6
0.0355731225296442,0.2,1
0.3122529644268775,1.0000000000000002,4
0.2015810276679842,1.0000000000000002,0
0.316205533596838,0.6000000000000001,9
0.0948616600790513,0.4000000000000001,5
0.1897233201581028,1.0000000000000002,0
0.1304347826086956,0.6000000000000001,6
0.0909090909090909,0.2,1
0.2608695652173913,1.0000000000000002,0
0.1422924901185771,0.8,6
0.7944664031620554,1.0000000000000002,2
0.8458498023715417,0.4000000000000001,3
0.5849802371541503,0.6000000000000001,3
0.7233201581027668,1.0000000000000002,2
0.0474308300395256,0.2,1
0.5889328063241108,1.0000000000000002,2
0.7351778656126483,1.0000000000000002,2
0.3517786561264823,1.0000000000000002,4
0.3636363636363636,0.2,1
0.4940711462450594,1.0000000000000002,8
0.1185770750988142,0.4000000000000001,5
0.2173913043478261,1.0000000000000002,0
0.1699604743083004,0.0,7
0.6205533596837945,1.0000000000000002,2
0.2845849802371542,0.6000000000000001,9
0.1027667984189723,0.2,1
0.2845849802371542,0.6000000000000001,9
0.2569169960474309,0.4000000000000001,5
0.4189723320158104,1.0000000000000002,4
0.2411067193675889,1.0000000000000002,0
0.0316205533596838,0.4000000000000001,5
0.3478260869565217,1.0000000000000002,4
0.0513833992094861,0.2,1
0.1304347826086956,0.4000000000000001,5
0.2490118577075099,0.4000000000000001,5
0.2094861660079051,1.0000000000000002,0
0.4110671936758894,1.0000000000000002,4
0.1225296442687747,0.4000000000000001,5
0.1660079051383399,1.0000000000000002,0
0.2015810276679842,0.6000000000000001,9
0.3715415019762846,1.0000000000000002,4
0.1304347826086956,0.2,1
0.2371541501976285,0.4000000000000001,5
0.2134387351778656,1.0000000000000002,0
0.225296442687747,1.0000000000000002,0
0.2292490118577075,1.0000000000000002,0
0.1936758893280633,1.0000000000000002,0
0.1897233201581028,0.4000000000000001,5
0.2727272727272728,0.4000000000000001,5
0.4980237154150199,1.0000000000000002,8
0.0197628458498023,0.2,1
0.0988142292490118,0.2,1
0.1620553359683794,0.2,1
0.1343873517786561,0.2,1
0.1146245059288537,0.0,7
0.1067193675889328,0.2,1
0.1304347826086956,0.4000000000000001,5
0.1264822134387352,0.6000000000000001,6
0.2569169960474309,0.8,6
0.2845849802371542,1.0000000000000002,4
0.3359683794466404,1.0000000000000002,4
0.1343873517786561,0.6000000000000001,6
0.2766798418972332,1.0000000000000002,4
0.4031620553359685,1.0000000000000002,4
0.1897233201581028,0.4000000000000001,5
0.5059288537549408,1.0000000000000002,8
0.0355731225296442,0.4000000000000001,5
0.0948616600790513,0.2,1
0.2806324110671937,1.0000000000000002,4
